What Country or Region do you live in?,Which US State or Territory do you live in?,Which languages are you proficient in?,,,,,,,,,,,,,,
Other Europe,,,JavaScript,CSS,PHP,,,,,,,,,,,
Italy,,,JavaScript,,,,,,SQL,C#,,,,HTML5,,
Other Europe,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
United States of America,Pennsylvania,Java,JavaScript,CSS,,,,,SQL,C#,,,,,,
India,,Java,JavaScript,,,,,,,,C++,C,,,,
Germany,,Java,,,PHP,Python,Objective-C,,SQL,,,,,,,
Other Europe,,Java,JavaScript,,,,,,SQL,C#,,C,,,,"Haskell, Scala"
United Kingdom,,,,,,,,,,C#,,,,,,
France,,Java,JavaScript,CSS,PHP,,,,SQL,,C++,C,,HTML5,,
United States of America,Washington,,,,,,,,,,,,,,,
Other Europe,,Java,,,,Python,,,,,,,,,,
United States of America,Connecticut,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
South America,,Java,JavaScript,CSS,,,,,SQL,,,,,,,
Russia,,,JavaScript,,PHP,Python,,,,C#,C++,C,,HTML5,,Matlab
United Kingdom,,,,,,,,,,C#,,,,,,
United States of America,Virginia,,,,,,,,,,,,,,,
United States of America,Massachusetts,,,,,,,,,,,,,,,
United States of America,Texas,,JavaScript,,,Python,,,,,,C,,,,
Canada,,,,CSS,PHP,,,,SQL,,,,,HTML5,,
United States of America,Tennessee,Java,JavaScript,,,,,,SQL,C#,,,,,,
Mexico,,Java,,,PHP,,Objective-C,,,C#,,,,HTML5,,
Canada,,,JavaScript,CSS,PHP,,,,SQL,C#,,,Perl,HTML5,,Classic ASP (VBScript)
Canada,,Java,JavaScript,CSS,,Python,,,SQL,C#,C++,,,HTML5,,
United States of America,Indiana,,,,,,,Ruby,,C#,,,,,,
Other Europe,,,,CSS,PHP,Python,,,SQL,,,,,HTML5,,
United States of America,California,Java,,,,,,,,,C++,C,,,,
Other Europe,,,,,,,,,,,,,,,,
South America,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,,,,,,,,,,,,,,,
United States of America,Oregon,Java,JavaScript,CSS,,,,Ruby,SQL,C#,,,,HTML5,,XSL
United States of America,Pennsylvania,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
South America,,,JavaScript,CSS,,,,,,C#,,,,HTML5,,
United States of America,Ohio,,,,,,,,,,,,,,,
United States of America,Louisiana,,,,,,,,SQL,C#,C++,C,,,,
Canada,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
India,,,,CSS,PHP,,,,,,,,,HTML5,,
Netherlands,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
France,,,,CSS,PHP,,,,,,,,,HTML5,,
United States of America,Massachusetts,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United Kingdom,,,,CSS,,Python,,,SQL,C#,,,,HTML5,,
Canada,,Java,,,,,,,,,,,,,,
India,,,JavaScript,CSS,,,,,,,,,,HTML5,,
South America,,Java,,,,,,,SQL,C#,,,,,,
Russia,,Java,,,,,Objective-C,Ruby,SQL,,C++,,,,,
United States of America,Texas,,,,,,,,SQL,C#,C++,C,,,,
Germany,,,JavaScript,,,,,,,C#,,,,HTML5,,
Other Europe,,,,,,Python,,,,C#,,,,,,
United Kingdom,,,,,,,,,,,,,,HTML5,,
France,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Other Europe,,Java,,,,,,,,,,,,,,
Africa,,Java,JavaScript,CSS,,Python,,,SQL,,,,,,,
South America,,,JavaScript,CSS,PHP,Python,,Ruby,SQL,,C++,C,,HTML5,,
United States of America,Texas,Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
United States of America,Kansas,Java,,,PHP,,,,SQL,,,,,,,
United Kingdom,,,JavaScript,,,,,,SQL,C#,,,,,,
Italy,,,JavaScript,,,,,,,C#,,,,,,
North America (Other),,,,,,,,,,,,,,,,
Netherlands,,,,CSS,PHP,,,,SQL,,,,,HTML5,,
United Kingdom,,,,,,,,,,,,,,,,
United States of America,Washington DC,Java,JavaScript,CSS,PHP,Python,,,SQL,,,,Perl,HTML5,,
Middle East,,Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,,,HTML5,,
Germany,,,,,,,,,,C#,,,,,,
Russia,,Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
Germany,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Germany,,,,,,,,,,,,,,,,
Other Europe,,,JavaScript,CSS,PHP,,Objective-C,,SQL,,,,,HTML5,,
United States of America,North Carolina,,JavaScript,CSS,PHP,,,,SQL,C#,,,,,,
Netherlands,,,JavaScript,CSS,PHP,Python,,,SQL,,,,,,,Matlab
Other Europe,,Java,JavaScript,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,
United Kingdom,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,North Carolina,,,,,Python,,Ruby,,,,,,HTML5,,"F#, Scala"
Other Europe,,Java,JavaScript,CSS,PHP,,Objective-C,,,C#,,,,,,
United States of America,Massachusetts,Java,JavaScript,,,,,Ruby,SQL,,,C,,,,
Russia,,,,CSS,,Python,Objective-C,,SQL,,,C,,HTML5,,
India,,Java,,,,,,,,,,,,,,
Other Europe,,Java,,,,,,,,,,,,,,
Germany,,,,CSS,PHP,,,,SQL,,,,,HTML5,,
United States of America,Delaware,,JavaScript,CSS,,,,,SQL,C#,,,,,,
France,,Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,,C++,,,HTML5,,
United Kingdom,,,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,
Other Europe,,,,,,,,,,C#,,,,,,
United States of America,Wisconsin,,JavaScript,,PHP,,,Ruby,,C#,,,,,,
Other Europe,,,,,,,,,,,,,,,,
South America,,,JavaScript,CSS,PHP,,Objective-C,Ruby,SQL,,C++,C,,HTML5,,
Other Europe,,Java,JavaScript,CSS,,,,,,,,,,,,
India,,Java,JavaScript,CSS,PHP,,,,SQL,,,,,,,
Other Europe,,,,,,,,,,,,,,,,
Russia,,,JavaScript,CSS,PHP,Python,,,SQL,C#,,,Perl,,,
United Kingdom,,Java,,,,Python,,,,,,,,,,
Other Asia,,,JavaScript,CSS,PHP,Python,Objective-C,,SQL,C#,,,,HTML5,,
France,,Java,JavaScript,CSS,,Python,,Ruby,SQL,,C++,C,Perl,HTML5,,
Russia,,,,,,,,,,C#,C++,,,,,
Russia,,Java,,CSS,,,,,SQL,,,C,,,,
South America,,,JavaScript,,,,,,,C#,C++,,,HTML5,,
Other Europe,,Java,,,,Python,Objective-C,,,,C++,C,,,,
India,,,,,PHP,,Objective-C,,,,,,,,,
Other Europe,,Java,,,PHP,,,,,,,,,HTML5,,
Other Europe,,,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
United States of America,California,,,CSS,,Python,,,,,,,,,,
India,,,,,,Python,,,,,,,Perl,,,
Africa,,,,,,,,,,,,,,,,
Netherlands,,,JavaScript,,PHP,,,,,,,,,,,Actionscript
United Kingdom,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,New Hampshire,Java,JavaScript,CSS,PHP,,,,,,C++,,,HTML5,,
Netherlands,,,,,PHP,,,,SQL,C#,,,,,,
Australia,,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
Other Europe,,Java,,,,,,,,C#,,,,,,
Netherlands,,,,,,,,,,,,,,,,
India,,,JavaScript,CSS,,,,,SQL,,,,,,,
Germany,,Java,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,
Other Europe,,,JavaScript,CSS,PHP,Python,,,SQL,C#,,,,HTML5,,
India,,,,,,,,,,,,,,,,
Other Europe,,,,,,,,,SQL,,C++,C,,,,
Other Europe,,Java,,,,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,,SQL,,,C,,,,
Other Europe,,,,,,,,,,,,,,,,
France,,Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,Perl,HTML5,,
Australia,,,,,,,,,,,,,,,,
Other Europe,,,,,,,,,,C#,,,,,,
Other Europe,,Java,JavaScript,,,,,,,,,,,,,
United Kingdom,,,,,,,,,SQL,C#,,,,,,vb.net
France,,Java,,,,,,,,,,,,,,
Other Europe,,,,,,,,,,,,,,,,
United Kingdom,,,JavaScript,,,,,,,C#,,,,,,
Australia,,,JavaScript,CSS,,Python,Objective-C,,,,,C,,HTML5,,
France,,,,,,,,,,,,,,,,
Russia,,Java,JavaScript,CSS,,,,,,,C++,C,,,,
India,,Java,JavaScript,CSS,,,Objective-C,,SQL,,,,,HTML5,,
United Kingdom,,,JavaScript,CSS,PHP,,,,SQL,,C++,C,,HTML5,,
Other Europe,,Java,JavaScript,,PHP,,,,SQL,C#,C++,C,,HTML5,,
India,,,,,,Python,,,,,,C,,,,
Other Asia,,Java,,,,,,,SQL,C#,,,,,,ActionScript
Germany,,Java,,,,,,,SQL,,,,,,,PL/SQL
South America,,Java,,,,,,,SQL,,,C,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,,HTML5,,
Germany,,,,CSS,PHP,,,,SQL,,,,,HTML5,,R
Italy,,Java,,CSS,,,,,SQL,,,,,HTML5,,
Middle East,,Java,JavaScript,CSS,,Python,,,,,,,,HTML5,,
United States of America,,,,,,,,,,,,,,,,
United Kingdom,,,JavaScript,CSS,,,,,SQL,C#,,,,,,
United Kingdom,,,JavaScript,CSS,PHP,,Objective-C,,,,,,,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
France,,,,,,,,,,C#,,,,,,F#
United Kingdom,,Java,JavaScript,CSS,,,,,SQL,,,,,,,
Italy,,,,,,,,,,,,,,,,
United Kingdom,,Java,,CSS,PHP,Python,Objective-C,Ruby,SQL,,C++,C,,,,
Germany,,Java,JavaScript,,PHP,,,,,,,C,,,,
Africa,,,,,,,,,,,,,,,,
Netherlands,,Java,,,,,,,,,,,,,,
Italy,,,,CSS,,,,,SQL,C#,,C,,,,VB.NET
India,,,,,,,,,,,,,,,,
Other Asia,,,,,PHP,,,,SQL,,,,,,,
Other Europe,,Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
India,,Java,JavaScript,CSS,PHP,,,,SQL,,C++,C,,HTML5,,
India,,Java,,,,,,,SQL,,,,,,,
Other Europe,,Java,JavaScript,CSS,,,Objective-C,Ruby,SQL,C#,C++,C,,HTML5,,
United Kingdom,,Java,,,,Python,,,,,C++,C,,,,ARM Assembly
South America,,Java,JavaScript,CSS,,,,,,C#,,,,HTML5,,
Germany,,Java,JavaScript,CSS,,,Objective-C,,SQL,,,,,HTML5,,
United Kingdom,,Java,,,,Python,,,,,C++,C,Perl,,,
India,,Java,JavaScript,,,,,,SQL,,,,,,,
India,,Java,,CSS,,,,,SQL,,,,,,,Unix and Batch scripting
Australia,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
India,,,JavaScript,CSS,PHP,Python,,,,,,,,,,
Other Europe,,Java,JavaScript,,,,,,,,,,Perl,,,
Other Europe,,Java,,,,,,,,,C++,C,,,,Delphi
India,,,,,,,,,,,C++,C,,,,
Russia,,,,CSS,PHP,Python,,,SQL,,,C,,,,
United Kingdom,,,,,,,,,SQL,C#,,,,,,
India,,Java,,,,,,,SQL,,,C,,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
France,,Java,,,,Python,,,SQL,C#,,,,,,
France,,,JavaScript,CSS,PHP,Python,,,SQL,,,,,HTML5,,
United Kingdom,,,JavaScript,CSS,PHP,,,,SQL,,,,,,,
Other Europe,,,,,,,,,,,,,,,,
Germany,,,,,,Python,Objective-C,,,,,C,,,,
Germany,,,,,,,,,SQL,C#,,,,,,
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,,,,,SQL,,,,,,,
India,,Java,JavaScript,CSS,PHP,,Objective-C,,SQL,,,C,,,,
Other Asia,,,,,,,,Ruby,SQL,,,,,,,
India,,Java,,,,,,,,,C++,C,,,,
Other Europe,,,JavaScript,,,,,,SQL,C#,C++,C,,,,
France,,Java,,,,Python,,,,,,,,HTML5,,
Italy,,,,,,,,,,C#,,,,,,
Germany,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,C#,C++,C,,,,
India,,,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,,HTML5,,
Australia,,,,,,,,,,,,,,,,
India,,,,,,,,,,,C++,C,,,,
United Kingdom,,,JavaScript,CSS,,,,,SQL,C#,,,,,,
Other Europe,,,JavaScript,,,,,,SQL,C#,,,,,,
Other Europe,,Java,,,,,,,SQL,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
United States of America,Michigan,,,,,,,,SQL,C#,,,,,,
Netherlands,,,,,PHP,Python,Objective-C,,,C#,C++,,,,,
Middle East,,Java,JavaScript,CSS,PHP,Python,,,SQL,,,C,,HTML5,,
Other Europe,,,JavaScript,,PHP,,,,SQL,C#,C++,,,,,
India,,,,,,,Objective-C,,,,,,,,,
Other Europe,,Java,JavaScript,,,,,Ruby,,,,,Perl,,,
United Kingdom,,,JavaScript,CSS,PHP,,,,SQL,,C++,C,,HTML5,,
United Kingdom,,,,,,Python,,,SQL,C#,C++,,,,,"Scheme, Ada, VBscript"
Netherlands,,Java,JavaScript,CSS,PHP,Python,,,SQL,C#,C++,,,,,Delphi (/pascal); ASP(.NET)
Other Europe,,Java,,,,,,,,,C++,,,,,
Netherlands,,Java,,,,,,,SQL,C#,,,,,,
Netherlands,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,Ruby,SQL,,,,Perl,,,
Germany,,,JavaScript,CSS,PHP,,Objective-C,,SQL,,C++,,,HTML5,,
Italy,,,,,PHP,,,Ruby,,,,,,HTML5,,
Other Europe,,Java,JavaScript,,PHP,,,,,,C++,,,HTML5,,
France,,Java,JavaScript,,,,,,SQL,,,,,,,
India,,,,,,,Objective-C,,,,,,,,,
Russia,,,,,,,,,,,,,,,,
Australasia,,Java,JavaScript,CSS,PHP,,Objective-C,,,C#,,,,,,
Canada,,Java,JavaScript,CSS,PHP,,,,,,C++,C,,,,
United States of America,California,,,,,,,,SQL,C#,,,,,,
Australia,,,,,,,,,SQL,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,,,HTML5,,
Africa,,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
Netherlands,,,,,,,,,,,C++,,,,,
Other Europe,,Java,,,,,,Ruby,,,,C,,,,
Africa,,Java,JavaScript,CSS,PHP,Python,,,SQL,C#,C++,C,,HTML5,,
Other Europe,,Java,JavaScript,CSS,,,,Ruby,,,,,,HTML5,,"CoffeeScript, Clojure, Haskell"
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
Africa,,Java,,,,,,,SQL,C#,C++,,,,,
Australasia,,,,,,,,,,C#,,,,,,
Africa,,Java,,,,,,,SQL,,,,,,,
Other Europe,,Java,JavaScript,,,Python,,,,C#,C++,,,,,
Other Europe,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
India,,,,,,,,,,,,,,,,
Other Europe,,,JavaScript,CSS,PHP,,,,,,C++,C,,,,MATLAB
United States of America,California,,JavaScript,,,,,Ruby,,,,,,HTML5,,
India,,Java,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
United States of America,California,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
India,,,JavaScript,CSS,,,,Ruby,,,,,,,,
Other Asia,,Java,,,,,,,SQL,C#,C++,C,,HTML5,,
India,,,,,,,,,,,,,,,,
Australia,,,,,,Python,,,,,C++,C,,,,fortran
South America,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,,HTML5,,
Australasia,,,JavaScript,CSS,,,,,,,,,,HTML5,,
Other Asia,,Java,JavaScript,CSS,,,,Ruby,,,,,,,,
Other Asia,,,,,,,,,,,,,,,,
India,,Java,,,,,,,,,,C,,,,
India,,Java,,,,,,,,,C++,C,,,,
India,,,,,PHP,,,,,,,,,,,
India,,,JavaScript,,,,,,,C#,,,,,,
India,,Java,,,,,,,,,,,,,,
United States of America,Washington,,,,,,,,,,,,,,,
Australia,,,,,PHP,Python,,,,,C++,C,,,,
Other Asia,,Java,JavaScript,CSS,PHP,Python,Objective-C,,SQL,C#,,C,,HTML5,,
United States of America,California,,,,,,Objective-C,,,,C++,C,,,,
United States of America,Ohio,Java,JavaScript,CSS,,,,Ruby,SQL,,,,,,,
India,,,,,,,,,SQL,C#,,,,,,
Australia,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Australia,,Java,,,,,,,,,C++,,,,,
South America,,,,,,,,,,,,,,,,
India,,,,,,,Objective-C,,,,,,,,,
United States of America,New York,,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,
Africa,,,,,,,,,,,,,,,,
South America,,,JavaScript,CSS,PHP,Python,Objective-C,,,C#,C++,,Perl,HTML5,,
Australia,,,,,,,Objective-C,,,,,C,,,,
Africa,,,,,,,,,,,,,,,,
United States of America,California,,JavaScript,,,,,,SQL,C#,,,,,,
United Kingdom,,,,,,,,,SQL,C#,,,,,,
Canada,,Java,,,,,Objective-C,,SQL,C#,,,,,,
United States of America,Washington,,,,,Python,,Ruby,SQL,C#,,,,,,
United States of America,Florida,,,,,,Objective-C,,,,C++,,,,,
United States of America,Massachusetts,,,CSS,,Python,Objective-C,,,,C++,C,,,,
Other Asia,,,JavaScript,,,,,,,C#,,,,,,
United States of America,California,,JavaScript,CSS,PHP,,Objective-C,Ruby,SQL,,,,,HTML5,,
United States of America,New York,,JavaScript,,PHP,Python,Objective-C,,SQL,,C++,C,,HTML5,,
United States of America,Virginia,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Australasia,,Java,JavaScript,,,,,,,,,,,,,
United States of America,Utah,,JavaScript,,,,,,,,,C,,HTML5,,
Canada,,,,CSS,PHP,Python,,,SQL,,C++,,,HTML5,,
Other Asia,,Java,JavaScript,,,,,,SQL,,,,,,,
United States of America,Virginia,,JavaScript,CSS,,,,,SQL,C#,,,,,,VB
Central America,,,,,,,,,,,,,,,,
Australasia,,Java,JavaScript,,,Python,,,,C#,,,,HTML5,,
Australia,,,,,,,,,SQL,C#,,,,,,
United States of America,Michigan,Java,,,,,,,SQL,,,,,,,Pl/sql
Africa,,,,,,,,,,,C++,,,,,
United States of America,Virginia,,,,PHP,,,,SQL,,,C,Perl,,,
Other Europe,,,,,,,,,,,,,,,,
South America,,Java,JavaScript,CSS,,Python,,Ruby,SQL,,C++,C,,,,
United States of America,Colorado,,,,,Python,,,SQL,C#,C++,C,,,,
Other Europe,,Java,JavaScript,CSS,,Python,,,SQL,C#,C++,C,,HTML5,,
Australia,,,JavaScript,CSS,,,,,,C#,,,,HTML5,,
United States of America,California,,,CSS,,Python,Objective-C,Ruby,,,,C,,,,
United States of America,Michigan,Java,JavaScript,CSS,PHP,Python,,,,,,,,,,
Africa,,Java,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
United States of America,New York,Java,,CSS,PHP,,Objective-C,,SQL,C#,,,,,,
United States of America,New York,,,,,Python,,,,,,,,HTML5,,
Other Europe,,Java,JavaScript,,,,Objective-C,,,,,,Perl,HTML5,,
Other Europe,,,JavaScript,,,,,,SQL,C#,,,,,,
Australasia,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,California,Java,,,,,,,,C#,,,,,,
Australia,,,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
United Kingdom,,,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,,HTML5,,
United States of America,Kansas,,,,,,,,,,C++,C,,,,"Lua, D, x86 assembly"
Germany,,Java,,,,,,,,,C++,C,,,,
Other Europe,,,,,,,,,SQL,,,,,,,"Pascal, plpgsql"
Middle East,,Java,JavaScript,CSS,,,,,SQL,C#,C++,,,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
South America,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,Java,,,PHP,,,,SQL,C#,,,,,,
Other Europe,,,,CSS,PHP,,,,SQL,C#,,,,HTML5,,
Other Europe,,,,,,,,,,C#,,,,,,
Other Europe,,,,,,,,,,,,,,,,
Russia,,,,,,,,,,,,,,,,ActionScript
Australasia,,,JavaScript,,,,,,SQL,C#,,,,,,
Other Europe,,,,,,,,,,C#,,,,,,
Other Europe,,,JavaScript,,,,,,SQL,C#,,,,,,
United States of America,Minnesota,Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
United States of America,Virginia,Java,,,,,,,SQL,C#,,,,,,
South America,,Java,JavaScript,CSS,,,,,SQL,,,,,,,
Other Europe,,,,,,,,,,,,,,,,
United States of America,Michigan,,JavaScript,CSS,PHP,Python,,,,C#,,,Perl,,,
United States of America,Florida,,,CSS,,,,Ruby,,,,,,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,,,,,HTML5,,octave
Other Europe,,Java,JavaScript,CSS,,,,,SQL,C#,C++,C,,,,
United States of America,Indiana,Java,,,,Python,Objective-C,,,,,,Perl,,,
United Kingdom,,,,,,,,Ruby,,,C++,,,,,
United States of America,Nebraska,Java,,CSS,PHP,,,,,,,,,,,"Processing, Max/MSP/Jitter"
United States of America,Massachusetts,,,,,,,,,,,,,,,
United States of America,Michigan,,JavaScript,CSS,,,,Ruby,,,,,,HTML5,,
United Kingdom,,Java,JavaScript,CSS,,,Objective-C,,SQL,,,,,HTML5,,
Other Europe,,Java,,,,,Objective-C,,SQL,C#,,,,,,
United Kingdom,,Java,JavaScript,CSS,,,,Ruby,,,,,,HTML5,,
United States of America,New Hampshire,Java,,,PHP,Python,,,,,,,,,,
United Kingdom,,,,,,Python,Objective-C,,,,,C,Perl,HTML5,,
Africa,,,,,,,,,,,,,,,,
United States of America,Ohio,,JavaScript,CSS,,,Objective-C,Ruby,SQL,,,C,,HTML5,,
France,,,JavaScript,CSS,PHP,,,,SQL,,,,,,,
India,,,,,,,,,,,,,,,,
Canada,,,,,,Python,,,,,C++,C,,,,
Canada,,,JavaScript,CSS,PHP,,Objective-C,Ruby,SQL,C#,,,,HTML5,,"Pascal, Delphi"
Other Europe,,Java,JavaScript,CSS,PHP,,,,SQL,C#,,C,,,,
United States of America,Massachusetts,,JavaScript,CSS,PHP,Python,,,,C#,,,,HTML5,,AutoHotkey
United States of America,California,Java,JavaScript,CSS,PHP,Python,,,SQL,,,,,HTML5,,
United States of America,New York,Java,JavaScript,CSS,,,,Ruby,SQL,,C++,C,,HTML5,,
United Kingdom,,Java,JavaScript,,,,,,,C#,C++,,,,,
United States of America,Wisconsin,,,,,,,,,C#,C++,,,,,
Italy,,,JavaScript,CSS,,,,,,,C++,,,HTML5,,
United States of America,Massachusetts,,JavaScript,,,,,,,C#,C++,,Perl,,,
Other Europe,,,,,,,,,,,,,,,,
India,,Java,JavaScript,,,,,Ruby,SQL,,,,,HTML5,,
Italy,,,,,,,,,,,,,,,,
United Kingdom,,,JavaScript,CSS,PHP,,,Ruby,,,,C,,,,
United Kingdom,,,JavaScript,CSS,,,,,,,,,Perl,HTML5,,
United States of America,New York,,,,,,Objective-C,,,,,C,,,,
Canada,,,,,,,,,,,,,,,,
United States of America,New York,Java,,CSS,PHP,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,,,,,SQL,,C++,C,,HTML5,,Smalltalk
United States of America,California,Java,,,PHP,,,,,,,,,,,
Middle East,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
United States of America,Colorado,,JavaScript,CSS,,Python,,,,,,,,HTML5,,
United Kingdom,,,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
India,,,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
Russia,,Java,,,,,,,,,,,,,,
Other Europe,,,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Canada,,,,,PHP,,,,SQL,,,,Perl,,,plsql (Oracle)
Other Europe,,Java,JavaScript,CSS,PHP,Python,,,SQL,C#,C++,C,,HTML5,,
Russia,,,,,,,,,,,,,,,,
Germany,,Java,JavaScript,CSS,PHP,Python,,,SQL,C#,,,,HTML5,,
United Kingdom,,,,,,,,,,C#,,,,,,
India,,,,,,,,,,,,,,,,
India,,,JavaScript,,,,,,SQL,C#,,,,,,
United Kingdom,,Java,,,,,,,SQL,C#,,,,,,
India,,,,,,,,,,,,,,,,
United States of America,Virginia,,,,,,Objective-C,,,,,C,,,,
United Kingdom,,Java,,,,,,,,C#,C++,,,,,
United States of America,Virginia,Java,,,,,,,,,,C,,,,
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,,JavaScript,CSS,,Python,,,,,,,,HTML5,,
France,,,,,,,,,,,,,,,,
Other Europe,,,JavaScript,,PHP,,,,,C#,C++,,,,,
France,,,,,,,Objective-C,,,,C++,C,,,,
Other Europe,,,JavaScript,CSS,PHP,Python,,,SQL,,,,Perl,HTML5,,"SH, XML, pike"
South America,,,JavaScript,,,,,,SQL,C#,,,,HTML5,,
India,,,,,,,,,SQL,C#,,,Perl,HTML5,,
Netherlands,,,,,,,,,,,,,,,,
United Kingdom,,Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,C#,,,Perl,HTML5,,
Russia,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,
South America,,,JavaScript,,,,,,SQL,C#,,,,,,
Middle East,,,,,,,,,SQL,C#,C++,,,,,
Russia,,Java,,,,,,,,,,,,,,
Other Europe,,Java,,CSS,,,,,SQL,C#,C++,C,,,,"Prolog, powershell"
India,,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,
Middle East,,,,,,,,,,C#,C++,,,,,Matlab
Other Asia,,,JavaScript,,,Python,,,,,,,,,,
South America,,Java,JavaScript,CSS,PHP,,,,SQL,C#,C++,C,,,,
United Kingdom,,Java,,,,,Objective-C,,SQL,C#,C++,C,,,,
Other Europe,,,,CSS,,,,,SQL,C#,,,,,,
Australia,,,,,,,,,,,,,,,,VB
Other Europe,,Java,JavaScript,CSS,PHP,,,,,C#,C++,,,HTML5,,
Germany,,Java,JavaScript,CSS,,,,Ruby,,,,,,HTML5,,
Other Europe,,Java,JavaScript,CSS,,Python,,,SQL,C#,,,,HTML5,,
Netherlands,,Java,JavaScript,CSS,PHP,,,Ruby,SQL,,,C,,HTML5,,Haskell
Germany,,,,,,,,,,,,,,,,
Other Europe,,,JavaScript,CSS,PHP,Python,,,SQL,,,,,,,
United States of America,Ohio,,,CSS,,,,Ruby,SQL,C#,,,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,,SQL,,,,,HTML5,,
Middle East,,,,,,,,,SQL,C#,C++,C,,,,
Other Europe,,Java,JavaScript,CSS,PHP,Python,,,,,,C,Perl,,,
India,,,,,,Python,,,,,,,,,,
Canada,,Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Other Europe,,,,,,,Objective-C,,SQL,,C++,,,,,Delphi
Other Europe,,Java,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Other Europe,,,,,,,,,,,,,,,,
Other Europe,,Java,JavaScript,CSS,,,,,,C#,C++,,,,,
