Country,Current Lang & Tech: Android,Current Lang & Tech: Arduino,Current Lang & Tech: AngularJS,Current Lang & Tech: C,Current Lang & Tech: C++,Current Lang & Tech: C++11,Current Lang & Tech: C#,Current Lang & Tech: Cassandra,Current Lang & Tech: CoffeeScript,Current Lang & Tech: Cordova,Current Lang & Tech: Clojure,Current Lang & Tech: Cloud,Current Lang & Tech: Dart,Current Lang & Tech: F#,Current Lang & Tech: Go,Current Lang & Tech: Hadoop,Current Lang & Tech: Haskell,Current Lang & Tech: iOS,Current Lang & Tech: Java,Current Lang & Tech: JavaScript,Current Lang & Tech: LAMP,Current Lang & Tech: Matlab,Current Lang & Tech: MongoDB,Current Lang & Tech: Node.js,Current Lang & Tech: Objective-C,Current Lang & Tech: Perl,Current Lang & Tech: PHP,Current Lang & Tech: Python,Current Lang & Tech: R,Current Lang & Tech: Redis,Current Lang & Tech: Ruby,Current Lang & Tech: Rust,Current Lang & Tech: Salesforce,Current Lang & Tech: Scala,Current Lang & Tech: Sharepoint,Current Lang & Tech: Spark,Current Lang & Tech: SQL,Current Lang & Tech: SQL Server,Current Lang & Tech: Swift,Current Lang & Tech: Visual Basic,Current Lang & Tech: Windows Phone,Current Lang & Tech: Wordpress,Current Lang & Tech: Write-In
France,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
France,,,,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,Ruby,,,,,,,,,,,Wordpress,
France,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,,,,,,Scala,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Germany,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,,,,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Shell
Germany,,,AngularJS,C,,,,,,,,,,,,,,,,,LAMP,,MongoDB,Node.js,,,PHP,Python,,,Ruby,,,,,,SQL,,,,,Wordpress,
Germany,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,C,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Germany,Android,Arduino / Raspberry Pi,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Germany,,Arduino / Raspberry Pi,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,couchdb
Germany,Android,,,C,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Germany,,Arduino / Raspberry Pi,AngularJS,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Germany,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Germany,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,Ruby,,,,,,,,,,,Wordpress,
Germany,Android,Arduino / Raspberry Pi,,,,,,,,Cordova,,,Dart,,,,,,Java,JavaScript,,,,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
Germany,,,,,C++,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,,,AngularJS,,,,,Cassandra,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,Python,,Redis,,,,,,,SQL,SQL Server,,,,,
Germany,,,,,,,,,CoffeeScript,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
Germany,Android,Arduino / Raspberry Pi,,C,C++,,C#,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,JavaScript,LAMP,Matlab,MongoDB,Node.js,Objective-C,,PHP,Python,,Redis,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
Germany,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,,Node.js,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,Wordpress,
Germany,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,Android,,AngularJS,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,COBOL
Germany,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,Drupal
Germany,,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,,,,,,,,Scala,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Germany,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,Laravel
Germany,,,,,,,,Cassandra,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,"Drupal, Solr, OXID, Vanilla-Forum"
Germany,Android,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Greece,,,AngularJS,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,Ruby,,,,,,,,,,,,Ember
Greece,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Greece,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Guatemala,Android,,AngularJS,,C++,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
Hungary,Android,Arduino / Raspberry Pi,,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Hungary,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,"Typescript, haxe"
Hungary,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,Python,,Redis,Ruby,,,,,,SQL,,,,,,
India,Android,,AngularJS,C,C++,C++11,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,Python,R,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
India,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
India,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,
India,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
India,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
Indonesia,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,,,,,,SQL,,,,,,
Iran,,,AngularJS,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Ireland {Republic},,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Israel,Android,,,C,C++,,,,,,,,,,,Hadoop,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Israel,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,Wordpress,
Israel,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Italy,,,,,,,,,CoffeeScript,,,,,,,,,iOS,,JavaScript,LAMP,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Italy,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Italy,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,joomla
Italy,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Italy,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,Ruby,,,,,,,,,,,,
Japan,,,,,,,,,CoffeeScript,,Clojure,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,,JavaScript,,,,Node.js,,,,,,,,,,Scala,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,"Drupal, Action Script"
Latvia,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Latvia,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,SQL,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Malaysia,Android,,AngularJS,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,LAMP,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,
Mexico,,,AngularJS,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,Swift,,,,
Mexico,Android,,,,,,,,,Cordova,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Netherlands,,,,C,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,Python,,Redis,,,Salesforce,,,,SQL,,,,,Wordpress,
Netherlands,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Netherlands,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,ElasticSearch
Netherlands,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,Wordpress,
Netherlands,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,Redis,Ruby,,,,,,,,,,,,
New Zealand,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Norway,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Norway,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Norway,,,AngularJS,C,,,,,,,,,,,,,,,,,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Philippines,,,,,,,,,,,,,,,Go,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
Poland,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,,
Poland,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,Wordpress,
Poland,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,SQL,,,,,,
Poland,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Poland,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,Windows Phone,,
Poland,Android,,,,,,,,CoffeeScript,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Poland,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Portugal,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,,
Portugal,,,,,,,C#,,,,,,,,,,,iOS,,JavaScript,LAMP,,MongoDB,Node.js,Objective-C,,PHP,,,Redis,,,,,,,SQL,SQL Server,,,,Wordpress,
Portugal,,,AngularJS,,,,,,,Cordova,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Romania,,,AngularJS,,,,,,,Cordova,,,,,,,,,,,LAMP,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Romania,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,SQL Server,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Russian Federation,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,Wordpress,
Russian Federation,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,,,,,,,
Russian Federation,,,,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,ActionScript
Serbia,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Serbia,,,AngularJS,,,,,,,,,,,,,,,,,,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Singapore,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Singapore,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,Redis,,,,,,,,SQL Server,,,,,
Slovenia,Android,,AngularJS,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,Ruby,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
South Africa,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,shell
South Africa,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Spain,Android,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,
Spain,Android,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,,,,,,,,SQL,,,,,,
Spain,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Spain,,,,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,Scala,,,,,,,,,"Backbone, Sass"
Spain,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,
Sweden,Android,,AngularJS,C,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Sweden,,,,,,,,,,,,,Dart,,Go,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Sweden,,,,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,Python,,,Ruby,,,,,,,,,,,Wordpress,
Sweden,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Sweden,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Sweden,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,emberjs
Sweden,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Switzerland,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Switzerland,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,Ruby,,,,,,SQL,,,,,,Meteor
Switzerland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Thailand,Android,,,C,C++,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Turkey,Android,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Turkey,,,,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Turkey,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,Wordpress,
Ukraine,,,AngularJS,,,,,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,Java,JavaScript,,,,Node.js,,,PHP,Python,,Redis,,,,,,,SQL,,,,,Wordpress,
Ukraine,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Ukraine,,,AngularJS,,,,,,,,Clojure,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
United Arab Emirates,Android,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,,,AngularJS,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United Kingdom,,,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United Kingdom,,,AngularJS,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United Kingdom,Android,Arduino / Raspberry Pi,,C,C++,C++11,C#,Cassandra,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,SQL Server,,,,,
United Kingdom,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
United Kingdom,Android,,,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,Android,,,,,,,,,,,,,,,,,iOS,,,LAMP,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United Kingdom,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,Ruby,,,,,,,,,,,,
United Kingdom,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,Node.js,,,PHP,Python,R,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,,,,,C++,C++11,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
United Kingdom,,,,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,"Django, SASS, Elasticsearch"
United Kingdom,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,"PowerShell, BatchFiles, VBScript"
United Kingdom,,,,C,C++,C++11,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,"Erlang, Elixir, Couch DB, BackboneJS"
United Kingdom,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Knockout
United Kingdom,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,Android,,,,,,,,,Cordova,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,"React.js, ElasticSearch"
United Kingdom,,,AngularJS,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
United Kingdom,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United Kingdom,Android,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,Windows Phone,Wordpress,
United Kingdom,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,Redis,,,,,,,,SQL Server,,,Windows Phone,,
United Kingdom,,,,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
United Kingdom,,,,,,,,,,,,,,,Go,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,MongoDB,Node.js,,,,Python,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,PHP,,R,Redis,Ruby,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,Scala,,,,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,knockoutjs
United States,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,Python,,Redis,,,,Scala,,,SQL,,,,,,
United States,Android,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,R,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
